disruption_id,role_id,industry_id,year,automation_risk_score,ai_replacement_index,future_safe_score
5947,43,10,2021,44.85,38.23,55.29
5948,43,10,2022,49.58,49.62,50.43
5949,43,10,2023,47.47,48.04,53.84
5950,43,10,2024,49.64,48.63,49.81
5951,43,11,2018,44.44,46.22,54.3
5952,43,11,2019,41.11,37.43,60.02
5953,43,11,2020,44.21,45.0,57.27
5954,43,11,2021,44.65,40.89,54.8
5955,43,11,2022,45.21,38.92,53.38
5956,43,11,2023,49.59,49.43,49.25
5957,43,11,2024,50.56,48.44,48.31
5958,43,12,2018,44.65,40.68,54.43
5959,43,12,2019,39.46,38.53,61.43
5960,43,12,2020,46.11,42.52,53.44
5961,43,12,2021,42.0,39.5,58.6
5962,43,12,2022,46.81,49.01,53.16
5963,43,12,2023,47.47,41.53,51.7
5964,43,12,2024,47.24,50.99,54.18
5965,43,13,2018,41.51,42.01,59.45
5966,43,13,2019,42.01,42.57,58.71
5967,43,13,2020,42.55,46.27,58.8
5968,43,13,2021,44.81,42.3,55.78
5969,43,13,2022,44.36,41.6,55.63
5970,43,13,2023,46.42,40.72,54.81
5971,43,13,2024,49.03,42.11,49.7
5972,43,14,2018,41.52,43.36,57.38
5973,43,14,2019,44.02,37.98,55.64
5974,43,14,2020,43.74,44.34,57.11
5975,43,14,2021,39.48,40.24,61.06
5976,43,14,2022,43.84,37.16,55.01
5977,43,14,2023,49.71,52.62,49.6
5978,43,14,2024,44.72,48.53,55.65
5979,43,15,2018,39.7,42.45,58.81
5980,43,15,2019,40.77,45.28,59.97
5981,43,15,2020,44.82,47.67,56.65
5982,43,15,2021,41.72,42.25,59.02
5983,43,15,2022,42.57,35.83,58.1
5984,43,15,2023,43.23,42.78,57.32
5985,43,15,2024,43.98,47.11,55.85
5986,43,16,2018,38.83,39.1,61.13
5987,43,16,2019,39.2,39.3,60.88
5988,43,16,2020,38.77,41.02,62.14
5989,43,16,2021,39.47,37.27,60.18
5990,43,16,2022,47.62,50.6,51.64
5991,43,16,2023,44.5,38.52,55.36
5992,43,16,2024,47.33,47.44,52.05
5993,43,17,2018,43.28,40.33,56.15
5994,43,17,2019,43.58,47.87,55.17
5995,43,17,2020,42.12,43.82,56.48
5996,43,17,2021,43.09,36.77,56.51
5997,43,17,2022,44.3,41.57,54.92
5998,43,17,2023,49.69,43.38,49.47
5999,43,17,2024,50.69,46.37,49.59
6000,43,18,2018,40.8,42.0,59.73
6001,43,18,2019,45.71,42.89,54.99
6002,43,18,2020,45.84,46.8,53.71
6003,43,18,2021,42.5,42.38,57.33
6004,43,18,2022,49.25,50.18,51.86
6005,43,18,2023,47.31,41.3,53.01
6006,43,18,2024,48.19,45.31,51.93
6007,43,19,2018,44.15,46.13,56.43
6008,43,19,2019,39.98,31.8,61.07
6009,43,19,2020,41.64,38.35,59.86
6010,43,19,2021,43.99,35.29,56.47
6011,43,19,2022,48.29,42.8,52.83
6012,43,19,2023,45.07,49.34,53.71
6013,43,19,2024,48.05,40.81,52.8
6014,43,20,2018,43.56,43.65,57.23
6015,43,20,2019,38.98,36.29,61.59
6016,43,20,2020,43.52,47.33,57.01
6017,43,20,2021,42.58,43.39,56.52
6018,43,20,2022,45.04,39.14,55.2
6019,43,20,2023,44.87,48.04,55.93
6020,43,20,2024,51.36,48.15,49.58
6021,44,1,2018,45.31,40.46,53.64
6022,44,1,2019,46.05,37.71,53.51
6023,44,1,2020,47.06,43.45,51.92
6024,44,1,2021,48.01,50.53,51.77
6025,44,1,2022,55.47,46.06,45.2
6026,44,1,2023,57.4,50.06,43.83
6027,44,1,2024,52.8,52.2,48.28
6028,44,2,2018,50.47,41.01,48.78
6029,44,2,2019,51.92,48.13,47.42
6030,44,2,2020,48.15,47.66,50.78
6031,44,2,2021,48.15,43.02,52.93
6032,44,2,2022,53.46,44.45,46.73
6033,44,2,2023,58.43,51.55,43.04
6034,44,2,2024,53.89,48.26,46.69
6035,44,3,2018,47.46,43.02,52.38
6036,44,3,2019,44.51,41.94,56.11
6037,44,3,2020,45.86,46.74,54.78
6038,44,3,2021,52.65,43.71,48.38
6039,44,3,2022,51.75,44.09,46.9
6040,44,3,2023,56.85,53.22,42.35
6041,44,3,2024,56.93,54.68,43.76
6042,44,4,2018,43.55,45.66,55.63
6043,44,4,2019,46.43,49.67,54.52
6044,44,4,2020,47.32,42.51,53.47
6045,44,4,2021,45.33,40.49,54.92
6046,44,4,2022,52.97,55.7,45.85
6047,44,4,2023,50.01,41.82,51.14
6048,44,4,2024,54.05,53.26,45.2
6049,44,5,2018,43.87,34.58,54.83
6050,44,5,2019,50.59,44.84,50.29
6051,44,5,2020,51.25,55.15,49.62
6052,44,5,2021,48.21,39.94,52.25
6053,44,5,2022,53.61,48.38,47.55
6054,44,5,2023,53.83,47.38,46.44
6055,44,5,2024,51.84,46.99,47.67
6056,44,6,2018,48.65,39.9,51.58
6057,44,6,2019,50.54,48.35,49.8
6058,44,6,2020,49.09,53.23,51.36
6059,44,6,2021,48.03,47.13,52.82
6060,44,6,2022,52.6,50.66,48.33
6061,44,6,2023,53.5,48.49,47.33
6062,44,6,2024,57.93,61.07,41.91
6063,44,7,2018,49.25,43.01,51.06
6064,44,7,2019,50.23,50.51,51.08
6065,44,7,2020,45.39,47.0,54.09
6066,44,7,2021,46.84,46.19,51.97
6067,44,7,2022,49.76,47.39,51.26
6068,44,7,2023,53.41,49.6,45.36
6069,44,7,2024,51.38,46.66,49.81
6070,44,8,2018,44.51,38.68,56.4
6071,44,8,2019,49.38,42.3,51.07
6072,44,8,2020,46.36,43.75,52.21
6073,44,8,2021,45.39,46.61,55.98
6074,44,8,2022,49.11,43.65,51.73
6075,44,8,2023,54.12,55.12,44.92
6076,44,8,2024,51.16,44.65,48.94
6077,44,9,2018,41.6,41.96,56.95
6078,44,9,2019,47.53,41.25,53.39
6079,44,9,2020,47.28,47.45,51.81
6080,44,9,2021,45.87,38.12,53.54
6081,44,9,2022,51.34,51.25,47.32
6082,44,9,2023,50.66,46.14,49.48
6083,44,9,2024,55.65,56.05,44.51
6084,44,10,2018,49.74,44.74,49.62
6085,44,10,2019,43.89,45.37,56.47
6086,44,10,2020,50.5,50.64,49.35
6087,44,10,2021,51.17,57.99,47.93
6088,44,10,2022,48.31,42.74,50.79
6089,44,10,2023,51.22,49.68,47.91
6090,44,10,2024,53.89,53.68,47.43
6091,44,11,2018,47.14,48.44,54.14
6092,44,11,2019,48.62,51.85,52.23
6093,44,11,2020,45.48,40.03,53.78
6094,44,11,2021,49.98,49.06,50.37
6095,44,11,2022,51.79,58.2,47.2
6096,44,11,2023,55.54,52.37,44.01
6097,44,11,2024,54.49,50.65,44.2
6098,44,12,2018,43.63,40.18,57.4
6099,44,12,2019,46.54,49.2,54.66
6100,44,12,2020,50.62,45.86,49.68
6101,44,12,2021,46.13,41.38,53.53
6102,44,12,2022,47.88,43.77,53.5
6103,44,12,2023,49.52,48.7,49.56
6104,44,12,2024,52.46,48.28,47.26
6105,44,13,2018,40.97,38.44,59.84
6106,44,13,2019,47.94,47.32,51.64
6107,44,13,2020,45.93,43.87,53.31
6108,44,13,2021,45.85,49.18,53.86
6109,44,13,2022,47.64,46.2,52.65
6110,44,13,2023,47.25,43.61,53.03
6111,44,13,2024,52.48,52.84,47.05
6112,44,14,2018,43.98,35.8,56.94
6113,44,14,2019,46.02,45.79,53.52
6114,44,14,2020,44.21,40.2,56.89
6115,44,14,2021,44.34,43.07,55.21
6116,44,14,2022,52.63,44.9,48.15
6117,44,14,2023,51.29,51.42,49.13
6118,44,14,2024,55.17,53.9,43.49
6119,44,15,2018,44.78,47.37,54.86
6120,44,15,2019,42.82,43.96,56.74
6121,44,15,2020,49.24,44.1,51.19
6122,44,15,2021,48.95,40.91,52.08
6123,44,15,2022,51.39,51.17,49.97
6124,44,15,2023,50.77,47.53,48.49
6125,44,15,2024,52.57,44.41,47.87
6126,44,16,2018,47.36,49.6,53.36
6127,44,16,2019,44.69,45.49,56.32
6128,44,16,2020,48.98,39.86,49.58
6129,44,16,2021,43.27,38.84,55.33
6130,44,16,2022,48.33,48.81,52.43
6131,44,16,2023,47.79,41.36,53.03
6132,44,16,2024,52.56,56.71,48.79
6133,44,17,2018,47.77,49.35,51.04
6134,44,17,2019,46.97,41.98,53.19
6135,44,17,2020,45.78,44.28,55.28
6136,44,17,2021,46.71,48.15,51.97
6137,44,17,2022,47.39,45.55,54.03
6138,44,17,2023,49.54,48.07,50.47
6139,44,17,2024,54.79,55.66,46.19
6140,44,18,2018,47.86,46.33,53.09
6141,44,18,2019,51.02,51.05,49.67
6142,44,18,2020,50.06,42.39,51.36
6143,44,18,2021,51.95,49.2,47.6
6144,44,18,2022,50.52,49.88,50.0
6145,44,18,2023,56.93,59.14,43.62
6146,44,18,2024,56.42,55.58,42.32
6147,44,19,2018,43.42,42.06,56.44
6148,44,19,2019,48.29,41.37,51.91
6149,44,19,2020,49.79,55.35,50.94
6150,44,19,2021,50.03,55.39,50.64
6151,44,19,2022,48.56,39.45,50.95
6152,44,19,2023,53.99,47.87,44.94
6153,44,19,2024,53.5,52.33,45.72
6154,44,20,2018,48.14,44.75,51.86
6155,44,20,2019,43.26,44.0,56.16
6156,44,20,2020,46.51,43.58,54.63
6157,44,20,2021,46.44,47.33,54.94
6158,44,20,2022,52.91,47.17,47.36
6159,44,20,2023,54.96,51.97,45.38
6160,44,20,2024,55.26,52.92,43.45
6161,45,1,2018,62.97,60.45,37.69
6162,45,1,2019,65.57,64.7,33.12
6163,45,1,2020,67.01,63.72,32.08
6164,45,1,2021,63.87,57.45,35.89
6165,45,1,2022,67.99,62.81,32.34
6166,45,1,2023,69.17,69.13,32.17
6167,45,1,2024,67.14,64.78,32.59
6168,45,2,2018,61.85,54.24,37.33
6169,45,2,2019,67.09,73.57,31.82
6170,45,2,2020,63.51,58.3,37.31
6171,45,2,2021,66.95,68.69,32.69
6172,45,2,2022,69.69,65.1,31.11
6173,45,2,2023,73.56,73.18,25.4
6174,45,2,2024,68.56,68.93,32.72
6175,45,3,2018,63.35,55.59,35.51
6176,45,3,2019,65.43,64.0,33.37
6177,45,3,2020,63.12,60.0,35.63
6178,45,3,2021,60.95,57.89,39.73
6179,45,3,2022,68.17,72.03,32.97
6180,45,3,2023,68.84,67.16,32.06
6181,45,3,2024,66.65,64.04,34.11
6182,45,4,2018,62.55,54.56,37.27
6183,45,4,2019,57.97,53.46,43.49
6184,45,4,2020,65.19,60.46,34.27
6185,45,4,2021,62.28,62.73,39.12
6186,45,4,2022,67.38,64.95,33.77
6187,45,4,2023,67.76,65.14,30.84
6188,45,4,2024,65.4,61.83,35.39
6189,45,5,2018,61.74,64.0,37.87
6190,45,5,2019,61.76,54.41,36.74
6191,45,5,2020,64.1,66.84,37.13
6192,45,5,2021,64.96,62.69,36.4
6193,45,5,2022,66.55,72.01,34.2
6194,45,5,2023,66.03,69.08,33.14
6195,45,5,2024,69.54,58.71,30.14
6196,45,6,2018,63.33,51.77,36.42
6197,45,6,2019,60.32,57.79,38.54
6198,45,6,2020,61.23,61.17,40.21
6199,45,6,2021,66.0,60.82,32.76
6200,45,6,2022,67.49,60.12,31.56
6201,45,6,2023,71.5,57.65,28.41
6202,45,6,2024,66.63,67.74,33.85
6203,45,7,2018,59.92,61.77,39.09
6204,45,7,2019,63.41,63.24,35.22
6205,45,7,2020,60.44,56.44,38.53
6206,45,7,2021,65.24,59.55,34.65
6207,45,7,2022,63.1,53.63,36.58
6208,45,7,2023,66.75,61.93,32.39
6209,45,7,2024,65.85,64.89,35.37
6210,45,8,2018,59.75,56.97,40.2
6211,45,8,2019,63.0,54.84,38.48
6212,45,8,2020,63.01,56.49,35.94
6213,45,8,2021,61.02,53.6,37.81
6214,45,8,2022,63.98,56.92,36.85
6215,45,8,2023,68.83,70.15,29.7
6216,45,8,2024,66.94,67.6,33.04
6217,45,9,2018,57.62,57.55,40.94
6218,45,9,2019,62.81,62.53,37.87
6219,45,9,2020,63.75,61.16,36.4
6220,45,9,2021,61.66,54.19,39.68
6221,45,9,2022,64.86,62.72,35.33
6222,45,9,2023,66.36,58.52,34.24
6223,45,9,2024,68.96,64.63,30.36
6224,45,10,2018,62.99,66.9,38.1
6225,45,10,2019,62.84,59.07,36.57
6226,45,10,2020,60.04,60.71,39.53
6227,45,10,2021,64.46,55.3,35.03
6228,45,10,2022,68.84,71.69,32.02
6229,45,10,2023,65.08,66.78,36.23
6230,45,10,2024,70.28,59.12,29.38
6231,45,11,2018,61.05,56.5,39.33
6232,45,11,2019,61.81,59.08,37.47
6233,45,11,2020,63.0,57.58,36.04
6234,45,11,2021,65.53,65.5,34.05
6235,45,11,2022,63.46,61.37,37.55
6236,45,11,2023,67.85,60.91,31.55
6237,45,11,2024,66.77,64.3,34.5
6238,45,12,2018,60.5,65.92,38.1
6239,45,12,2019,58.02,53.34,43.28
6240,45,12,2020,63.04,58.71,37.45
6241,45,12,2021,62.06,58.39,39.36
6242,45,12,2022,66.52,66.73,32.84
6243,45,12,2023,66.62,68.15,32.91
6244,45,12,2024,68.53,64.4,30.1
6245,45,13,2018,56.08,58.94,44.99
6246,45,13,2019,61.48,53.63,39.24
6247,45,13,2020,63.76,66.54,36.33
6248,45,13,2021,63.78,66.04,35.31
6249,45,13,2022,64.71,62.69,36.64
6250,45,13,2023,62.25,66.9,39.02
6251,45,13,2024,67.74,63.08,33.34
6252,45,14,2018,57.54,55.57,42.02
6253,45,14,2019,63.9,54.05,37.06
6254,45,14,2020,59.94,58.99,38.88
6255,45,14,2021,61.55,61.65,37.37
6256,45,14,2022,65.03,58.64,34.81
6257,45,14,2023,63.74,66.55,36.18
6258,45,14,2024,68.56,62.96,32.94
6259,45,15,2018,55.96,52.11,44.22
6260,45,15,2019,60.42,50.62,39.5
6261,45,15,2020,63.83,61.94,34.78
6262,45,15,2021,61.69,58.21,39.11
6263,45,15,2022,66.95,64.86,32.51
6264,45,15,2023,67.82,66.08,32.9
6265,45,15,2024,64.89,57.01,34.59
6266,45,16,2018,57.09,53.41,41.91
6267,45,16,2019,59.72,55.42,38.78
6268,45,16,2020,61.03,58.67,38.59
6269,45,16,2021,58.97,60.79,40.01
6270,45,16,2022,66.08,70.37,35.4
6271,45,16,2023,63.89,54.15,35.93
6272,45,16,2024,63.49,68.12,36.55
6273,45,17,2018,63.9,57.3,36.11
6274,45,17,2019,60.53,55.14,38.5
6275,45,17,2020,63.32,62.21,35.48
6276,45,17,2021,66.57,68.22,33.22
6277,45,17,2022,64.87,64.86,36.09
6278,45,17,2023,65.99,60.24,34.25
6279,45,17,2024,70.06,67.41,29.85
6280,45,18,2018,64.6,59.01,35.74
6281,45,18,2019,63.73,63.99,36.52
6282,45,18,2020,62.62,67.88,37.46
6283,45,18,2021,61.65,51.99,39.66
6284,45,18,2022,64.37,60.37,34.53
6285,45,18,2023,65.72,63.77,34.6
6286,45,18,2024,67.43,74.39,33.15
6287,45,19,2018,59.78,50.42,40.53
6288,45,19,2019,64.01,58.66,35.09
6289,45,19,2020,65.96,67.69,33.56
6290,45,19,2021,60.9,60.76,38.49
6291,45,19,2022,68.55,68.17,30.98
6292,45,19,2023,69.23,61.12,31.88
6293,45,19,2024,65.71,64.33,35.22
6294,45,20,2018,62.73,53.13,36.83
6295,45,20,2019,58.67,60.88,42.37
6296,45,20,2020,58.63,56.96,41.7
6297,45,20,2021,62.34,63.02,36.27
6298,45,20,2022,66.03,64.92,34.04
6299,45,20,2023,68.99,57.57,30.45
6300,45,20,2024,64.49,64.61,35.18
6301,46,1,2018,55.55,47.05,44.66
6302,46,1,2019,60.91,49.9,39.59
6303,46,1,2020,61.19,60.13,40.09
6304,46,1,2021,57.18,52.72,42.71
6305,46,1,2022,63.3,68.28,37.04
6306,46,1,2023,60.01,56.84,40.83
6307,46,1,2024,63.48,61.57,36.66
6308,46,2,2018,55.22,54.14,43.47
6309,46,2,2019,59.59,58.73,39.9
6310,46,2,2020,59.14,61.76,40.39
6311,46,2,2021,59.88,53.22,41.23
6312,46,2,2022,61.52,60.68,38.56
6313,46,2,2023,66.84,69.81,32.69
6314,46,2,2024,62.81,59.89,37.96
6315,46,3,2018,52.64,45.06,47.35
6316,46,3,2019,57.04,51.73,43.82
6317,46,3,2020,59.17,62.88,41.08
6318,46,3,2021,61.05,63.92,39.13
6319,46,3,2022,57.64,53.56,41.77
6320,46,3,2023,64.26,65.59,37.09
6321,46,3,2024,64.66,56.84,34.99
6322,46,4,2018,55.72,55.36,45.35
6323,46,4,2019,54.06,45.35,45.94
6324,46,4,2020,54.05,47.02,46.08
6325,46,4,2021,54.25,52.35,46.94
6326,46,4,2022,56.2,61.41,43.49
6327,46,4,2023,62.87,55.08,37.2
6328,46,4,2024,58.75,60.43,41.96
6329,46,5,2018,58.55,52.03,40.47
6330,46,5,2019,55.62,54.18,43.06
6331,46,5,2020,59.86,49.79,40.83
6332,46,5,2021,55.39,53.45,45.49
6333,46,5,2022,58.22,48.56,42.23
6334,46,5,2023,58.89,48.51,40.93
6335,46,5,2024,63.52,57.32,35.77
6336,46,6,2018,52.98,51.69,47.46
6337,46,6,2019,60.29,51.4,39.99
6338,46,6,2020,56.01,53.89,43.74
6339,46,6,2021,61.5,57.91,37.2
6340,46,6,2022,64.22,62.44,36.5
6341,46,6,2023,60.14,54.72,39.54
6342,46,6,2024,62.57,54.6,36.69
6343,46,7,2018,54.14,45.25,45.93
6344,46,7,2019,59.81,60.03,41.36
6345,46,7,2020,57.15,57.88,42.2
6346,46,7,2021,60.28,53.09,38.77
6347,46,7,2022,63.72,68.41,35.78
6348,46,7,2023,62.39,67.33,36.39
6349,46,7,2024,59.66,64.89,41.18
6350,46,8,2018,54.25,47.07,45.02
6351,46,8,2019,56.79,48.34,41.81
6352,46,8,2020,56.02,47.69,43.31
6353,46,8,2021,56.58,61.57,43.15
6354,46,8,2022,59.3,56.38,42.09
6355,46,8,2023,60.86,61.24,38.49
6356,46,8,2024,61.63,59.49,38.95
6357,46,9,2018,52.5,47.6,46.29
6358,46,9,2019,56.45,59.72,44.29
6359,46,9,2020,52.47,44.41,47.39
6360,46,9,2021,53.05,59.9,48.35
6361,46,9,2022,61.56,59.17,39.21
6362,46,9,2023,62.56,69.35,38.67
6363,46,9,2024,59.79,52.71,40.36
6364,46,10,2018,58.45,59.31,42.15
6365,46,10,2019,58.78,58.68,42.56
6366,46,10,2020,53.21,45.68,47.98
6367,46,10,2021,59.5,59.28,40.74
6368,46,10,2022,61.63,55.33,38.84
6369,46,10,2023,64.06,67.24,36.74
6370,46,10,2024,63.58,54.24,37.24
6371,46,11,2018,56.34,51.0,42.57
6372,46,11,2019,53.24,49.65,47.11
6373,46,11,2020,59.32,49.51,41.39
6374,46,11,2021,58.54,52.2,41.15
6375,46,11,2022,58.23,58.33,43.12
6376,46,11,2023,63.01,58.84,36.38
6377,46,11,2024,59.96,57.61,39.44
6378,46,12,2018,55.36,56.73,43.8
6379,46,12,2019,56.8,53.85,42.2
6380,46,12,2020,57.49,57.1,43.04
6381,46,12,2021,56.96,61.05,42.07
6382,46,12,2022,56.59,47.6,42.72
6383,46,12,2023,61.93,61.52,38.05
6384,46,12,2024,65.37,56.6,33.66
6385,46,13,2018,50.19,42.09,48.86
6386,46,13,2019,52.68,44.24,48.56
6387,46,13,2020,52.59,48.56,46.66
6388,46,13,2021,54.04,47.49,45.68
6389,46,13,2022,53.96,49.71,47.0
6390,46,13,2023,62.53,56.14,37.84
6391,46,13,2024,63.0,60.22,37.22
6392,46,14,2018,54.52,50.62,46.51
6393,46,14,2019,53.73,48.96,47.09
6394,46,14,2020,51.93,54.15,48.36
6395,46,14,2021,58.15,56.06,43.02
6396,46,14,2022,56.47,55.39,43.77
6397,46,14,2023,61.24,57.42,38.13
6398,46,14,2024,64.16,55.92,35.48
6399,46,15,2018,52.01,52.7,48.71
6400,46,15,2019,53.24,54.85,46.13
6401,46,15,2020,53.24,54.39,47.64
6402,46,15,2021,56.22,47.42,42.3
6403,46,15,2022,58.31,56.34,40.65
6404,46,15,2023,61.4,59.51,39.84
6405,46,15,2024,57.05,52.36,44.37
6406,46,16,2018,56.33,50.88,42.38
6407,46,16,2019,50.76,51.83,50.22
6408,46,16,2020,51.94,52.29,49.11
6409,46,16,2021,57.88,50.32,42.11
6410,46,16,2022,55.2,56.84,45.52
6411,46,16,2023,62.9,62.2,35.8
6412,46,16,2024,57.64,48.05,43.46
6413,46,17,2018,53.59,55.93,45.15
6414,46,17,2019,54.21,47.53,46.37
6415,46,17,2020,54.35,50.67,46.53
6416,46,17,2021,58.74,61.52,40.3
6417,46,17,2022,60.98,59.38,38.04
6418,46,17,2023,62.54,61.99,37.71
6419,46,17,2024,63.32,65.14,36.48
6420,46,18,2018,54.51,47.93,46.74
6421,46,18,2019,55.15,45.35,45.59
6422,46,18,2020,56.55,59.23,43.4
6423,46,18,2021,55.31,54.82,45.85
6424,46,18,2022,62.79,63.29,36.34
6425,46,18,2023,59.99,49.4,40.88
6426,46,18,2024,60.95,59.76,40.07
6427,46,19,2018,57.44,53.7,41.32
6428,46,19,2019,55.87,56.67,44.03
6429,46,19,2020,58.96,56.14,41.54
6430,46,19,2021,54.19,52.29,46.23
6431,46,19,2022,59.02,50.44,41.97
6432,46,19,2023,61.01,63.43,40.47
6433,46,19,2024,64.14,61.25,36.46
6434,46,20,2018,57.48,54.2,43.93
6435,46,20,2019,52.63,47.29,47.45
6436,46,20,2020,55.11,60.79,46.16
6437,46,20,2021,58.19,53.91,42.24
6438,46,20,2022,57.91,52.81,41.65
6439,46,20,2023,62.29,62.35,37.43
6440,46,20,2024,59.85,64.37,39.3
6441,47,1,2018,45.95,44.67,52.81
6442,47,1,2019,48.69,43.89,52.61
6443,47,1,2020,49.5,48.98,50.77
6444,47,1,2021,44.37,49.03,56.93
6445,47,1,2022,50.46,47.11,48.18
6446,47,1,2023,50.33,54.17,49.9
6447,47,1,2024,55.24,52.37,43.52
6448,47,2,2018,46.17,40.61,52.76
6449,47,2,2019,48.76,42.09,50.18
6450,47,2,2020,45.83,46.79,54.39
6451,47,2,2021,46.91,46.19,53.23
6452,47,2,2022,52.13,44.94,48.05
6453,47,2,2023,52.89,44.97,47.62
6454,47,2,2024,55.75,49.1,42.96
6455,47,3,2018,43.24,49.04,58.03
6456,47,3,2019,42.53,43.86,57.73
6457,47,3,2020,48.45,50.7,52.97
6458,47,3,2021,47.96,38.99,53.43
6459,47,3,2022,51.03,47.51,47.75
6460,47,3,2023,50.38,53.3,49.67
6461,47,3,2024,53.56,52.27,45.57
6462,47,4,2018,42.81,43.64,58.26
6463,47,4,2019,40.58,37.88,60.58
6464,47,4,2020,46.9,45.62,53.96
6465,47,4,2021,43.28,39.32,58.02
6466,47,4,2022,47.22,45.18,54.05
6467,47,4,2023,50.74,43.27,47.97
6468,47,4,2024,50.36,50.14,49.96
6469,47,5,2018,42.72,40.06,56.09
6470,47,5,2019,43.57,40.2,57.52
6471,47,5,2020,48.75,46.95,52.69
6472,47,5,2021,49.3,49.24,49.65
6473,47,5,2022,46.8,50.33,54.63
6474,47,5,2023,48.74,42.17,51.71
6475,47,5,2024,48.14,47.79,52.87
6476,47,6,2018,44.86,39.03,55.03
6477,47,6,2019,46.09,44.66,54.56
6478,47,6,2020,43.38,39.06,56.63
6479,47,6,2021,49.42,52.1,51.66
6480,47,6,2022,46.44,48.84,54.33
6481,47,6,2023,49.16,48.86,51.72
6482,47,6,2024,49.19,47.84,49.7
6483,47,7,2018,46.83,50.56,53.81
6484,47,7,2019,45.6,51.92,55.29
6485,47,7,2020,48.03,44.73,52.95
6486,47,7,2021,43.7,47.15,57.14
6487,47,7,2022,48.15,42.67,53.34
6488,47,7,2023,51.49,46.38,47.36
6489,47,7,2024,48.79,41.76,50.89
6490,47,8,2018,45.22,39.02,53.61
6491,47,8,2019,44.66,44.13,56.0
6492,47,8,2020,46.87,51.91,54.33
6493,47,8,2021,44.7,34.92,55.61
6494,47,8,2022,48.8,50.15,50.63
6495,47,8,2023,52.24,46.62,47.59
6496,47,8,2024,48.04,46.48,50.77
6497,47,9,2018,40.56,39.75,60.52
6498,47,9,2019,45.38,42.19,55.02
6499,47,9,2020,46.45,38.34,54.88
6500,47,9,2021,42.68,41.12,56.09
6501,47,9,2022,43.68,43.93,57.54
6502,47,9,2023,47.52,43.99,51.54
6503,47,9,2024,49.98,49.8,51.41
6504,47,10,2018,42.46,39.42,56.98
6505,47,10,2019,44.88,36.25,55.72
6506,47,10,2020,45.23,39.78,55.04
6507,47,10,2021,46.11,42.48,53.55
6508,47,10,2022,49.23,44.9,51.23
6509,47,10,2023,47.93,46.42,52.25
6510,47,10,2024,48.47,42.1,50.38
6511,47,11,2018,44.66,43.08,56.79
6512,47,11,2019,46.02,40.82,53.16
6513,47,11,2020,43.97,49.17,57.04
6514,47,11,2021,46.02,43.6,55.03
6515,47,11,2022,47.03,40.62,52.94
6516,47,11,2023,48.63,48.6,52.33
6517,47,11,2024,53.31,47.1,46.85
6518,47,12,2018,45.54,39.55,53.29
6519,47,12,2019,40.38,36.8,60.28
6520,47,12,2020,45.55,41.66,54.36
6521,47,12,2021,45.56,48.42,53.79
6522,47,12,2022,49.96,43.22,51.02
6523,47,12,2023,50.39,50.01,50.53
6524,47,12,2024,50.89,44.72,47.62
6525,47,13,2018,41.4,37.45,57.24
6526,47,13,2019,41.21,43.26,58.4
6527,47,13,2020,45.81,46.87,54.9
6528,47,13,2021,44.03,37.07,54.92
6529,47,13,2022,44.63,44.27,54.38
6530,47,13,2023,50.25,50.37,49.64
6531,47,13,2024,50.93,43.98,47.71
6532,47,14,2018,39.45,35.68,60.31
6533,47,14,2019,42.08,36.45,56.63
6534,47,14,2020,46.63,39.29,52.99
6535,47,14,2021,47.04,46.03,52.64
6536,47,14,2022,49.94,48.44,51.35
6537,47,14,2023,49.92,52.5,48.72
6538,47,14,2024,52.2,44.08,47.46
6539,47,15,2018,44.48,39.77,55.15
6540,47,15,2019,45.14,44.56,53.88
6541,47,15,2020,44.67,44.44,54.38
6542,47,15,2021,44.78,38.65,55.23
6543,47,15,2022,44.37,37.89,54.62
6544,47,15,2023,44.67,48.06,56.61
6545,47,15,2024,50.47,41.75,48.41
6546,47,16,2018,42.56,41.63,57.67
6547,47,16,2019,43.54,43.95,56.22
6548,47,16,2020,40.78,36.35,60.48
6549,47,16,2021,45.63,36.03,55.69
6550,47,16,2022,46.83,44.89,51.82
6551,47,16,2023,49.78,49.18,49.64
6552,47,16,2024,49.32,53.78,49.44
6553,47,17,2018,40.16,41.81,59.68
6554,47,17,2019,43.61,40.45,55.29
6555,47,17,2020,43.59,40.71,55.85
6556,47,17,2021,44.33,40.11,55.59
6557,47,17,2022,48.4,54.28,50.45
6558,47,17,2023,48.25,49.67,52.53
6559,47,17,2024,51.42,41.83,49.68
6560,47,18,2018,42.41,37.94,57.96
6561,47,18,2019,47.3,41.09,51.53
6562,47,18,2020,44.17,44.56,55.67
6563,47,18,2021,45.61,38.63,53.37
6564,47,18,2022,45.54,45.38,53.69
6565,47,18,2023,49.01,41.8,51.03
6566,47,18,2024,53.21,57.5,46.13
6567,47,19,2018,41.37,37.02,57.85
6568,47,19,2019,43.15,35.76,57.59
6569,47,19,2020,42.5,40.97,56.1
6570,47,19,2021,48.59,51.67,52.14
6571,47,19,2022,49.78,51.56,50.51
6572,47,19,2023,50.25,52.78,50.92
6573,47,19,2024,47.94,49.9,51.98
6574,47,20,2018,45.52,37.76,53.29
6575,47,20,2019,45.41,47.1,55.24
6576,47,20,2020,46.84,41.47,53.29
6577,47,20,2021,42.46,39.75,56.84
6578,47,20,2022,44.27,44.06,56.59
6579,47,20,2023,49.57,49.82,49.83
6580,47,20,2024,47.03,44.08,52.61
